,ECG_peaks
0,0.0
1,0.7579977512359619
2,1.5139954090118408
3,2.2919931411743164
4,3.0259909629821777
5,3.7839887142181396
6,4.560986280441284
7,5.2979841232299805
8,6.028981924057007
9,6.75797963142395
10,7.4929773807525635
11,8.212975263595581
12,8.93397307395935
13,9.649971008300781
14,10.37696886062622
15,11.092966556549072
16,11.805964469909668
17,12.517962455749512
18,13.26196002960205
19,14.022957801818848
20,14.75195574760437
21,15.492953300476074
22,16.25295114517212
23,17.031948804855347
24,17.79094648361206
25,18.52994418144226
26,19.259942054748535
27,19.98893976211548
28,20.72393774986267
29,21.46793532371521
30,22.190933227539062
31,22.909931182861328
32,23.629928827285767
33,24.348926782608032
34,25.072924613952637
35,25.79092240333557
36,26.512920141220093
37,27.25091791152954
38,28.02491569519043
39,28.76391339302063
40,29.540911197662354
41,30.329908847808838
42,31.126906394958496
43,31.88590407371521
44,32.66090178489685
45,33.449899435043335
46,34.253896951675415
47,35.02589464187622
48,35.81089234352112
49,36.61788988113403
50,37.422887325286865
51,38.19988512992859
52,38.97088265419006
53,39.74488043785095
54,40.50187826156616
55,41.25587582588196
56,41.99787354469299
57,42.75387144088745
58,43.51086902618408
59,44.25986695289612
60,45.01286458969116
61,45.80486226081848
62,46.55885982513428
63,47.314857721328735
64,48.06885528564453
65,48.82585310935974
66,49.56385087966919
67,50.30684852600098
68,51.05384635925293
69,51.78884410858154
70,52.53184199333191
71,53.29483962059021
72,54.078837394714355
73,54.83783507347107
74,55.61983275413513
75,56.42083024978638
76,57.199827909469604
77,57.95482563972473
78,58.70282340049744
79,59.44282126426697
80,60.1758189201355
81,60.89681673049927
82,61.6128146648407
83,62.337812423706055
84,63.0758101940155
85,63.80680799484253
86,64.53380584716797
87,65.26280355453491
88,66.00980138778687
89,66.74179911613464
90,67.47479701042175
91,68.20979475975037
92,68.94279265403748
93,69.664790391922
94,70.38578820228577
95,71.11478590965271
96,71.84778380393982
97,72.58778166770935
98,73.31177949905396
99,74.03677725791931
100,74.7537751197815
101,75.46677303314209
102,76.16077089309692
103,76.85576868057251
104,77.54376673698425
105,78.23276448249817
106,78.92676258087158
107,79.61276054382324
108,80.30275845527649
109,80.9917562007904
110,81.6897542476654
111,82.39275217056274
112,83.09675002098083
113,83.80374789237976
114,84.51074576377869
115,85.2367434501648
116,85.94974136352539
117,86.65773916244507
118,87.36373710632324
119,88.07673501968384
120,88.77473282814026
121,89.47573065757751
122,90.17172861099243
123,90.85872650146484
124,91.52972459793091
125,92.2007224559784
126,92.87272047996521
127,93.53671860694885
128,94.20071649551392
129,94.87371444702148
130,95.55171251296997
131,96.23171043395996
132,96.95170831680298
133,97.66170620918274
134,98.40770387649536
135,99.13570165634155
136,99.86769938468933
137,100.58569741249084
138,101.26869535446167
139,101.93769335746765
140,102.59869122505188
141,103.25268936157227
142,103.89068746566772
143,104.52768540382385
144,105.15668368339539
145,105.78868174552917
146,106.41367983818054
147,107.04367780685425
148,107.67367601394653
149,108.30467414855957
150,108.93767213821411
151,109.56467032432556
152,110.18566846847534
153,110.80766654014587
154,111.42266464233398
155,112.03466296195984
156,112.64766097068787
157,113.24965929985046
158,113.84465742111206
159,114.43965554237366
160,115.02965378761292
161,115.61465215682983
162,116.1936502456665
163,116.77064871788025
164,117.34464693069458
165,117.91364526748657
166,118.48464345932007
167,119.05264186859131
168,119.62064003944397
169,120.18563842773438
170,120.75263667106628
171,121.32963490486145
172,121.89163327217102
173,122.46263146400452
174,123.02662968635559
175,123.58562803268433
176,124.14462637901306
177,124.69962477684021
178,125.25562310218811
179,125.8136215209961
180,126.37261962890625
181,126.93261814117432
182,127.49361634254456
183,128.05761456489563
184,128.62561297416687
185,129.19161128997803
186,129.75860953330994
187,130.32160782814026
188,130.88560605049133
189,131.45060443878174
190,132.02360272407532
191,132.5966010093689
192,133.17359924316406
193,133.75859761238098
194,134.35259580612183
195,134.94759392738342
196,135.55259203910828
197,136.16959023475647
198,136.7855885028839
199,137.41158652305603
200,138.04258465766907
201,138.68358278274536
202,139.3205807209015
203,139.96957874298096
204,140.6205768585205
205,141.26957488059998
206,141.90757298469543
207,142.54657101631165
208,143.1825692653656
209,143.8165671825409
210,144.47256517410278
211,145.13456320762634
212,145.81756114959717
213,146.4965591430664
214,147.15455722808838
215,147.81855511665344
216,148.50355315208435
217,149.2045509815216
218,149.88754892349243
219,150.57554697990417
220,151.258544921875
221,151.92954277992249
222,152.6125407218933
223,153.320538520813
224,154.0275363922119
225,154.73153448104858
226,155.440532207489
227,156.1685299873352
228,156.90652775764465
229,157.64652562141418
230,158.4015233516693
231,159.14352107048035
232,159.8865189552307
233,160.64451670646667
234,161.41751432418823
235,162.1975119113922
236,162.95050954818726
237,163.7015073299408
238,164.45650506019592
239,165.18750286102295
240,165.93150067329407
241,166.66349840164185
242,167.3824963569641
243,168.10549426078796
244,168.836492061615
245,169.55648970603943
246,170.2994875907898
247,171.08148527145386
248,171.87448287010193
249,172.63748049736023
250,173.4194781780243
251,174.20147585868835
252,175.0024733543396
253,175.8114709854126
254,176.67746829986572
255,177.53546571731567
256,178.35046339035034
257,179.23146057128906
258,180.056458234787
259,180.88445568084717
260,181.78745293617249
261,182.62045049667358
262,183.44944787025452
263,184.30044531822205
