,ECG_peaks
0,0.0
1,0.7846343517303467
2,1.5552928447723389
3,2.349909782409668
4,3.1465232372283936
5,3.931157350540161
6,4.745739459991455
7,5.568307876586914
8,6.363922834396362
9,7.178504943847656
10,7.977114915847778
11,8.754761457443237
12,9.549378156661987
13,10.324029922485352
14,11.064740657806396
15,11.809444189071655
16,12.537177562713623
17,13.257923126220703
18,13.985656261444092
19,14.709396600723267
20,15.408180236816406
21,16.14290142059326
22,16.901580810546875
23,17.707178592681885
24,18.511778116226196
25,19.328356742858887
26,20.169891834259033
27,20.979482650756836
28,21.802050828933716
29,22.619627952575684
30,23.413246393203735
31,24.208861589431763
32,24.990501165390015
33,25.734206438064575
34,26.47591543197632
35,27.22361397743225
36,27.980296850204468
37,28.741971254348755
38,29.52261233329773
39,30.307246685028076
40,31.096872091293335
41,31.909457683563232
42,32.69409203529358
43,33.479724407196045
44,34.28332567214966
45,35.05997395515442
46,35.84261155128479
47,36.633235454559326
48,37.40888524055481
49,38.20250391960144
50,38.994126081466675
51,39.78674626350403
52,40.56838583946228
53,41.34703040122986
54,42.108704805374146
55,42.87137722969055
56,43.663997650146484
57,44.46560215950012
58,45.25622606277466
59,46.057830810546875
60,46.84446144104004
61,47.6211097240448
62,48.406742334365845
63,49.17141127586365
64,49.9650297164917
65,50.767632722854614
66,51.55725836753845
67,52.394800424575806
68,53.171448707580566
69,53.98503255844116
70,54.788633823394775
71,55.58624529838562
72,56.421791076660156
73,57.20941996574402
74,58.04197096824646
75,58.855554819107056
76,59.64917349815369
77,60.47373819351196
78,61.26236534118652
79,62.05199098587036
80,62.83363056182861
81,63.60229253768921
82,64.3719527721405
83,65.14660453796387
84,65.90228915214539
85,66.66595983505249
86,67.4286322593689
87,68.17333602905273
88,68.93501019477844
89,69.69269132614136
90,70.4334020614624
91,71.19407796859741
92,71.94177651405334
93,72.69546461105347
94,73.45614075660706
95,74.21881318092346
96,75.00244903564453
97,75.7771008014679
98,76.5397732257843
99,77.31442475318909
100,78.08408522605896
101,78.83777332305908
102,79.60144400596619
103,80.34315299987793
104,81.0668933391571
105,81.76667523384094
106,82.49440836906433
107,83.3688862323761
108,84.21241807937622
