,ECG_peaks
0,0.0
1,0.7070004940032959
2,1.4080009460449219
3,2.1200013160705566
4,2.8400018215179443
5,3.576002359390259
6,4.321002721786499
7,5.0620033740997314
8,5.81800389289856
9,6.571004152297974
10,7.324004650115967
11,8.05900526046753
12,8.776005744934082
13,9.493006229400635
14,10.201006650924683
15,10.881006956100464
16,11.551007509231567
17,12.219007968902588
18,12.903008222579956
19,13.628008842468262
20,14.34800934791565
21,15.084009647369385
22,15.854010343551636
23,16.634010791778564
24,17.409011125564575
25,18.165011644363403
26,18.87901210784912
27,19.586012601852417
28,20.284013032913208
29,20.98801350593567
30,21.693013906478882
31,22.386014461517334
32,23.07001495361328
33,23.753015279769897
34,24.44601583480835
35,25.177016258239746
36,25.929016828536987
37,26.68101716041565
38,27.40801763534546
39,28.1290180683136
40,28.85701870918274
41,29.57301902770996
42,30.262019395828247
43,30.945019960403442
44,31.64802050590515
45,32.37002086639404
46,33.099021434783936
47,33.8270218372345
48,34.53702235221863
49,35.228022813797
50,35.92302322387695
51,36.61902356147766
52,37.31002402305603
53,37.993024587631226
54,38.66102480888367
55,39.31702542304993
56,39.966025829315186
57,40.61902618408203
58,41.29102659225464
59,42.005027055740356
60,42.72902750968933
61,43.46902799606323
62,44.19602847099304
63,44.919028997421265
64,45.62102937698364
65,46.308029890060425
66,46.97403025627136
67,47.62203073501587
68,48.269031047821045
69,48.931031465530396
70,49.617032051086426
71,50.32903242111206
72,51.042032957077026
73,51.71803331375122
74,52.38003373146057
75,53.043034076690674
76,53.71903467178345
77,54.397035121917725
78,55.07203555107117
79,55.744035959243774
80,56.40703630447388
81,57.05203676223755
82,57.68503713607788
83,58.2980375289917
84,58.904037952423096
85,59.50803828239441
86,60.11103868484497
87,60.71303915977478
88,61.324039459228516
89,61.94003987312317
90,62.56204032897949
91,63.207040786743164
92,63.899041175842285
93,64.59404158592224
94,65.30404210090637
95,66.00404238700867
96,66.68504285812378
97,67.35404348373413
98,68.01504373550415
99,68.69804430007935
100,69.38304471969604
101,70.04604506492615
102,70.69604539871216
103,71.34904599189758
104,71.995046377182
105,72.64304685592651
106,73.30004715919495
107,73.95604753494263
108,74.62204813957214
109,75.27404856681824
110,75.93004894256592
111,76.58804941177368
112,77.25904965400696
113,77.956050157547
114,78.69905066490173
115,79.45405125617981
116,80.16905164718628
117,80.88905215263367
118,81.62105250358582
119,82.41405296325684
120,83.15905356407166
121,83.92805409431458
122,84.68705463409424
123,85.43805503845215
124,86.16205549240112
125,86.8640558719635
126,87.5800564289093
127,88.33805680274963
128,89.14905738830566
129,89.94405794143677
130,90.69805836677551
131,91.46805882453918
132,92.24905943870544
133,93.04605984687805
134,93.84206032752991
135,94.60806083679199
136,95.39706134796143
137,96.18806195259094
138,96.97906231880188
139,97.72906279563904
140,98.47006344795227
141,99.24006390571594
142,100.0230643749237
143,100.80306482315063
144,101.60106539726257
145,102.37606596946716
146,103.1190664768219
147,103.84006690979004
148,104.5590672492981
149,105.28706765174866
150,106.03406834602356
151,106.80806875228882
152,107.61206936836243
153,108.37206983566284
154,109.13107013702393
155,109.92207074165344
156,110.74207139015198
157,111.53007173538208
158,112.27407217025757
159,113.03407263755798
160,113.78107333183289
161,114.52907371520996
162,115.26007413864136
163,115.99707460403442
164,116.74307513237
165,117.50307559967041
166,118.2560760974884
167,119.00107669830322
168,119.7710771560669
169,120.55807757377625
170,121.33307814598083
171,122.07707858085632
172,122.82607913017273
173,123.57007956504822
174,124.31507992744446
175,125.03708052635193
176,125.7610809803009
177,126.48608136177063
178,127.22208189964294
179,127.95608234405518
180,128.68608283996582
181,129.43608331680298
182,130.1830837726593
183,130.91508436203003
184,131.64208483695984
185,132.3700852394104
186,133.10308575630188
187,133.81808614730835
188,134.51908659934998
189,135.21608710289001
190,135.92408752441406
191,136.64308786392212
192,137.33808827400208
193,138.03608894348145
194,138.75308918952942
195,139.5040898323059
196,140.27909016609192
197,141.03309082984924
198,141.78109121322632
199,142.53309178352356
200,143.28309226036072
201,144.03809261322021
202,144.76009321212769
203,145.47309350967407
204,146.1920940876007
205,146.9270944595337
206,147.68309497833252
207,148.4380955696106
208,149.20709609985352
209,150.02209663391113
210,150.86309719085693
211,151.6460976600647
212,152.3970980644226
213,153.14009857177734
214,153.87609910964966
215,154.59409952163696
216,155.31309986114502
217,156.055100440979
218,156.82510089874268
219,157.61110138893127
220,158.37310194969177
221,159.12710237503052
222,159.90910291671753
223,160.6831033229828
224,161.41510391235352
225,162.13110423088074
226,162.84510469436646
227,163.59210538864136
228,164.3461058139801
229,165.0771062374115
230,165.80110669136047
231,166.52910709381104
232,167.2551076412201
233,167.9821081161499
234,168.69610857963562
235,169.40410900115967
236,170.1101095676422
237,170.83711004257202
238,171.57911038398743
239,172.31511092185974
240,173.05711126327515
241,173.82311177253723
242,174.60111236572266
243,175.35611295700073
244,176.10211324691772
245,176.84511375427246
246,177.59211421012878
247,178.34211468696594
248,179.06911516189575
249,179.79211568832397
250,180.52311611175537
251,181.2661166191101
252,182.01811718940735
253,182.76011753082275
254,183.5081181526184
255,184.27111864089966
256,185.05311918258667
257,185.80911946296692
258,186.54911994934082
259,187.28312063217163
260,188.03912091255188
261,188.80012154579163
262,189.55412197113037
263,190.30212235450745
264,191.0301229953766
265,191.78012347221375
266,192.5451238155365
267,193.30812430381775
268,194.0431249141693
269,194.78812527656555
270,195.55412578582764
271,196.3241262435913
272,197.0621268749237
273,197.79612731933594
274,198.53612780570984
275,199.29412817955017
276,200.06012868881226
277,200.81112933158875
278,201.55112957954407
279,202.29313015937805
280,203.05113077163696
281,203.81713104248047
282,204.56413173675537
283,205.30713200569153
284,206.05613255500793
285,206.80713295936584
286,207.55013346672058
287,208.25913405418396
288,208.95413446426392
289,209.67313480377197
290,210.42613530158997
291,211.2001359462738
292,211.9531364440918
293,212.70113682746887
294,213.47813725471497
295,214.2941379547119
296,215.06713843345642
297,215.82513880729675
298,216.57813930511475
299,217.32713985443115
300,218.05414032936096
301,218.77014088630676
302,219.48014116287231
303,220.20114159584045
304,220.93414211273193
305,221.6691427230835
306,222.41814303398132
307,223.17614364624023
308,223.94014406204224
309,224.67614459991455
310,225.4061450958252
311,226.133145570755
312,226.88514590263367
313,227.64914655685425
314,228.3771469593048
315,229.1101474761963
316,229.87114787101746
317,230.6431484222412
318,231.3761489391327
319,232.09814929962158
320,232.83514976501465
321,233.5851502418518
322,234.34115076065063
323,235.08415126800537
324,235.81315183639526
325,236.56515216827393
326,237.34315276145935
327,238.13815331459045
328,238.89515376091003
329,239.65115427970886
330,240.43315482139587
331,241.2171552181244
332,241.98015570640564
333,242.7191562652588
334,243.43015670776367
335,244.15415716171265
336,244.9261577129364
337,245.70715808868408
338,246.4631586074829
339,247.22115898132324
340,247.9891595840454
341,248.7661600112915
342,249.52116060256958
343,250.25216102600098
344,250.9771614074707
345,251.69116187095642
346,252.42116236686707
347,253.1551628112793
348,253.90116333961487
349,254.68916392326355
350,255.52816438674927
351,256.3501648902893
352,257.138165473938
353,257.91416597366333
354,258.695166349411
355,259.4501669406891
356,260.179167509079
357,260.89616775512695
358,261.62116837501526
